party,url,content,date
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-at-the-nova-scotia-liberal-agm/,"

Share





Antigonish, NS – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at the 2019 AGM of the Nova Scotia Liberal Party, on May 24, 2019, in Antigonish.
Nova Scotia and Atlantic Canada have been a major focus of the Liberal Party’s growth as a movement since the last election, with more than 20,000 Atlantic Canadians having registered as new Liberals since the last election.
Justin Trudeau and the Liberal team are focused on a strong plan for Nova Scotia families: to strengthen the middle class, create good new jobs, grow the economy, and protect a healthy environment for our kids and grandkids.
Media are invited to cover remarks being delivered by Mr. Trudeau in Antigonish:
Friday, May 24, 2019
Remarks – 7:00 PM
St. Francis Xavier University
Bloomfield Centre, MacKay Room
3090 Martha Drive
Antigonish, NS, B2G 2W5
Notes for Media:
Open coverage
Media must arrive no later than 6:30 PM
RSVP: media@liberal.ca
Please note: all times are local.
",2019-05-23
liberal,https://www.liberal.ca/andrew-scheer-will-hide-cuts-in-uncosted-platform/,"

Share





OTTAWA – By refusing to have the independent Parliamentary Budget Officer cost the Conservative platform, Andrew Scheer is following Doug Ford’s lead by planning to hide massive cuts, said Liberal MP Pablo Rodriguez.
Rodriguez was referring to a Radio-Canada report this morning that stated Andrew Scheer’s Conservatives are refusing to allow the Parliamentary Budget Officer to independently audit the Conservative election platform.
“Andrew Scheer is refusing to allow an independent check of the numbers so the Conservatives can hide massive cuts,” said Rodriguez. “That’s what Doug Ford did and now Ontarians are seeing cuts to their libraries, cuts to flood mitigation, cuts to public health agencies that work to address health crises like SARS, H1N1, and others. Andrew Scheer is planning to do the same thing.”
The Liberal Party welcomes the external costing of our platform by the Parliamentary Budget Officer. Andrew Scheer refuses to be upfront with Canadians about what he will cut. But his actions speak louder than his words:

Scheer is opposed to lowering taxes for the middle class and raising them on the wealthiest.
Scheer is opposed to the Canada Child Benefit that helps more than 3.2 million families and more than 5.8 million children.
Scheer is opposed to the increase to the Guaranteed Income Supplement, which helps almost 800,000 seniors across the country.
Scheer is opposed to strengthening the Canada Pension Plan, which helps Canadians afford a more secure retirement.

“We challenge Andrew Scheer to stop taking his marching orders from Doug Ford and submit his platform to the PBO. This provides open and transparent information to Canadians so that they are able to know what Andrew Scheer will cut before they make their decision this October,” said Rodriguez.
",2019-05-02
liberal,https://www.liberal.ca/liberal-party-of-canada-announces-2020-liberal-national-convention/,"

Share





Ottawa, ON – The Liberal Party of Canada announced today that the 2020 Liberal National Convention will be hosted in Ottawa, Ontario, from November 12- 15, 2020.
“After a successful re-election campaign driven by the largest volunteer mobilization in our party’s history, I’m looking forward to welcoming Liberals from across Canada to our 2020 Liberal National Convention in Ottawa,” said Suzanne Cowan, President of the Liberal Party of Canada. “As Justin Trudeau and our Liberal team move forward with a new mandate of hard work for Canadians, this convention will bring together Liberals from every part of Canada to continue growing the most open and inclusive movement in Canadian politics.”
The 2020 Liberal National Convention will welcome thousands of supporters for policy discussions, keynote speakers, innovative campaign trainings, and the election of our National Board of Directors. This convention will build on the success of the 2018 Liberal National Convention in Halifax, which set a strong foundation for the 2019 federal election campaign by welcoming more youth under 25 as participants than ever before — and more than half of all participants were attending their first-ever political convention.
“The decision to hold the 2020 Liberal National Convention here in Ottawa, home to Canada’s Parliament, speaks to our commitment to bringing Canadians together and engaging more people in our democracy,” said Mona Fortier, Member of Parliament for Ottawa—Vanier. “Justin Trudeau and our Liberal team are ready to move forward with our plan to make life more affordable for the middle class, grow our economy, keep our communities safe, and fight climate change — and the 2020 Liberal National Convention will help shape the next steps of our work together to build a better future.”
The convention will build on the grassroots organizing that led towards the Liberal Party of Canada’s successful 2019 re-election campaign, which also saw the party’s largest-ever volunteer mobilization and digital engagement programs. Tens of thousands of Liberal volunteers made more than 21 million knocks and calls before and during the campaign to start new conversations with Canadians about Justin Trudeau’s positive plan to Choose Forward.
",2019-11-13
liberal,https://www.liberal.ca/new-liberal-ad-liberal-tax-cut-for-the-middle-class-vs-conservative-tax-break-for-millionaires/,"

Share





Ottawa, ON – Today, the Liberal Party of Canada released a new ad highlighting that a re-elected Liberal government will give middle class families an extra $600 every year by lowering taxes, while a Conservative government would give more breaks to millionaires.
“We believe in helping those who need it most: middle class Canadians and people working hard to join them,” says the Leader of the Liberal Party of Canada, Justin Trudeau, in the new ad. “We’re proposing a tax cut, where a middle class family gets $600 and the wealthiest one per cent get zero.”
Earlier this week, we announced that a re-elected Liberal government will make sure middle class Canadians, and the people working to join the middle class, pay no federal taxes on the first $15,000 they earn. This will be done by raising the Basic Personal Amount (BPA) by almost $2,000 for people earning under $147,000 a year.
This Liberal middle class tax cut will:

Save the average family nearly $600 a year;
Mean 700,000 people will pay no tax at all — nearly 60 per cent of whom are women;
Lift about 40,000 Canadians out of poverty; and
Benefit only the middle class and those working hard to join it, not the richest one percent.

Andrew Scheer has a plan that will lower taxes the most for wealthier Canadians. With his approach, a person making $40,000 will get less than a person making $400,000.
“Whenever the Conservatives cut taxes, they cut them for the wealthy — and in this election, it’s no different,” continues Mr. Trudeau in the ad. “The Conservative approach would go back to giving tax breaks to millionaires.”
This middle class tax cut is just one way a re-elected Liberal government will make life more affordable, saving Canadian families thousands of dollars each year. An average family in Canada will also:

Save $1,000 a year on their family’s cell phone plans when we lower bills by 25 per cent;
See their aging parents’ Old Age Security go up by ten per cent once they turn 75, increasing by more $729 each year;
Save hundreds of dollars a month on mortgage payments if they’re buying their first home;
Get an interest-free loan of up to $40,000, and hundreds of dollars in incentives, if they want to retrofit their home and save more money on bills;
Save on medications their family needs when we implement Universal Pharmacare;
Save $800 a year when we lower fees for before and after school child care by ten percent;
Get up to $1,000 more to help with the costs of raising a newborn when we boost the Canada Child Benefit by 15 per cent for children under the age of one; and
Get more money when we make maternity and parental benefits tax-free, and get 15 weeks of paid leave if they adopt.

New Liberal Ad: Middle Class Tax Cut 
",2019-09-28
liberal,https://www.liberal.ca/armenias-independence-day-statement-by-the-leader-of-the-liberal-party-of-canada/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on Armenia’s Independence Day:
“Today, we join Armenian communities across Canada and around the world to celebrate the anniversary of Armenia’s independence.
Canada and Armenia are bound by shared values of justice, democracy, and freedom, as well as our work together in international organizations like La Francophonie.
Last year, I had the chance to visit Armenia and meet with Prime Minister Pashinyan to discuss further strengthening our bilateral relationship through travel, tourism, and trade. The visit shone a light on the close ties between Canadians and Armenians – ties that are at the heart of our relationship.
In Canada, we know that diversity is our strength, and every day, the 60,000-strong Armenian Canadian community contributes to our country’s success. When Armenian Canadians welcomed thousands of Syrian refugees, they showed the way forward with compassion and generosity. We share a commitment to the successful settlement and integration of all newcomers.
On behalf of our family, Sophie and I wish a happy Armenian Independence Day to everyone celebrating.”
",2019-09-21
liberal,https://www.liberal.ca/andrew-scheers-vision-for-canada-does-not-include-reconciliation/,"

Share





Ottawa, ON – Liberal M.P. , the Hon. Carolyn Bennett, issued the following statement today:
“In December, First Nations Chiefs asked Andrew Scheer what his policy toward the spirit of reconciliation would be. How would he differ from his Conservative predecessors?
“They were not happy to hear his response that they should have patience and wait for his platform.
“Andrew Scheer has now completed his five “major policy speeches,” outlining his party’s next election platform. The word “reconciliation,” was not uttered once.
“His silence on this issue is not only disrespectful, it is totally irresponsible. There are more than 1.6 million First Nations, Inuit and Métis in Canada, and they are the fastest growing population. A “vision” for Canada that does not include a plan to recognize and implement the rights of First Nations, Inuit, and Métis, or to close the socioeconomic gaps between Indigenous and non-Indigenous peoples is completely unacceptable.
“Meanwhile, Andrew Scheer’s Conservative Senators are blocking Bill C-262, an important piece of legislation that would ensure that Canada’s laws respect the United Nations Declaration of the Rights of Indigenous Peoples. Since they refuse to let this legislation pass, the Liberal Party will make it part of our election platform this fall.
“Andrew Scheer is applying to be the leader of our country. He has a responsibility to understand the issues facing the First Peoples of this country and work with First Nations, Inuit and Métis in order to come to the table with a real plan to address their priorities.
“Canadians have supported and are working towards a new relationship with indigenous peoples based upon the recognition of rights, respect, cooperation and partnership.
“With his final policy speech yesterday, Andrew Scheer has confirmed what Canadians have long suspected: Reconciliation with Indigenous peoples is not part of his Vision for Canada.
“Stephen Harper did not work with Indigenous peoples to advance reconciliation and demonstrated that he thought Ottawa knew best.
“Andrew Scheer has demonstrated that he is no different.”
",2019-06-20
liberal,https://www.liberal.ca/statement-by-the-leader-of-the-liberal-party-of-canada-on-navratri/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on Navratri:
“Today, Hindu communities in Canada and around the world will celebrate the beginning of Navratri.
One of the most important festivals of the year, Navratri symbolizes the triumph of good over evil. Over the next nine nights, families and friends will come together to pray, share meals, dance, and celebrate.
Around the world, Hindus and non-Hindus alike celebrate this festival. Canada is, and always will be, stronger because of our diversity. Today, let’s appreciate everything that brings us together, and celebrate the many contributions that Hindu Canadians make to our communities and our country.
On behalf of our family, Sophie and I wish a happy Navratri to everyone celebrating.”
",2019-09-29
liberal,https://www.liberal.ca/young-people-can-help-move-canada-forward/,"

Share





Ottawa, ON — For the first time ever, young Canadians will outnumber every other voting-aged generation. They have the power to help move Canada forward, standing up against the Conservatives’ cuts and regressive politics.
Today, Liberal candidates Catherine McKenna, Harjit Sajjan and Mélanie Joly are encouraging young people to use that power and vote — especially now that it’s easier than ever, with special voting stations opening on a number of college and university campuses from today until October 9.
Up To YOUth — a campaign created by young leaders involved with the Liberal Party of Canada — is also highlighting why a re-elected Liberal government is the best choice to move Canada forward on the issues that young Canadians care most about.
“The things we’re talking about as Liberals — more affordable tuition, rent and cell phone bills, stronger actions to fight climate change — they’re resonating with young people,” said McKenna, the Liberal candidate in the riding of Ottawa Centre. “So we’re seeing more and more young people stepping up and asking how they can be partners in creating a Canada that is more fair, and more affordable, for everyone.”
In 2015, young people came out in record numbers to elect Justin Trudeau and the Liberal Party — countering the idea that they care less about democracy, or are less engaged with what’s happening in the world.
“Young people care about improving the lives of others, about fighting the climate crisis, and ensuring that everyone feels welcome and accepted in Canada,” said Sajjan, the Liberal candidate in the riding of Vancouver South. “Those values are Liberal values, and young people see that.”
For example, a re-elected Liberal government will:

Give up to $1,200 more each year to students to pay for tuition, books and rent by increasing Canada Student Grants by 40 per cent;
Give students two years — interest free — before they need to begin repaying student loans, and then only if they’re earning at least $35,000.
Make life more affordable for young people, lowering cell phone bills by 25 per cent and saving first time homebuyers hundreds on their mortgage each month;
Get Canada to net-zero carbon emissions by 2050, in part by planting two billion trees;
Continue to make big polluters pay, and conserving 25 per cent of Canada’s land and waters;
Protect women’s rights to make decisions about their bodies, and improve their access to health care;
Set clear national standards for access to mental health services so Canadians can get the support they need quickly, when they need it most;
Protect same-sex marriage, ban conversion therapy and fund more LGBTQ2 community groups;
Fight racism, and target online hate speech, exploitation, bullying and harassment; and
Make big corporations and the wealthiest one per cent of Canadians pay their fair share of taxes.

“Young people are paying attention — they know what an Andrew Scheer government will do,” said Ahuntsic-Cartierville Liberal candidate, Joly. “The very wealthiest will get to keep more money. Big polluters will get to dirty our air and water for free again. Debates we thought were over — about abortion or same-sex marriage — will resurface. Young people aren’t going to stand by and let that happen, and neither will we.”
Backgrounder: More money and flexibility for college and university students
",2019-10-05
liberal,https://www.liberal.ca/liberals-nominate-michelle-corfield-as-new-team-trudeau-candidate-for-nanaimo-ladysmith/,"

Share





Nanaimo, BC – Liberals in Nanaimo—Ladysmith have nominated Michelle Corfield, a devoted community volunteer and local business leader, as the official Team Trudeau candidate in the upcoming federal by-election.
“Michelle Corfield is a hardworking community advocate and entrepreneur who has dedicated her life and career to ensuring that everyone in Nanaimo—Ladysmith can count on a real and fair chance at success,” said Gabe Garfinkel, Director of the Liberal Party of Canada (British Columbia). “As our movement on Vancouver Island continues to grow, we are excited to welcome her to Team Trudeau as our Liberal candidate in this important by-election.”
Michelle was raised in Nanaimo and has always been a tireless advocate for local families, in addition to creating jobs and opportunity as an entrepreneur. She has served as both Chair and Vice-Chair of the Nanaimo Port Authority, Chair of the Legislative Council of the Ucuelet First Nation, and as a founding member of the Ucluelet First Nation Settlement Trust.
“Nanaimo—Ladysmith needs a local champion who understands the hopes and challenges that families in our community face everyday,” said Michelle Corfield. “Families here are counting on us to help build a better future, and I’ll work with Justin Trudeau to grow our economy and strengthen our middle class, while also taking action on important priorities like affordable housing and protecting our environment.”
",2019-03-16
liberal,https://www.liberal.ca/statement-by-election-results/,"

Share





Ottawa, ON – The following statement was issued by Suzanne Cowan, President of the Liberal Party of Canada:
—-
“On behalf of Liberals across Canada, I want to congratulate Rachel Bendayan and her team on their hard-earned victory, and I know that she will be a dedicated voice for Outremont in Parliament. I also want to thank Richard T. Lee and Shaun Tanaka for their inspiring campaigns.
“Tonight, the people of Outremont and thousands of Canadians voting in these by-elections have offered a strong vote of confidence in Justin Trudeau’s positive plan to strengthen the middle class, and build a better future for all Canadians.
“The Liberal plan is helping the middle class and everyone working hard to join it, with important steps like lowering taxes for nine million middle class Canadians, a stronger Canada Pension Plan, and the Canada Child Benefit – which gives more money to 9 out of 10 Canadian families. Canadians have now created more than 900,000 new jobs since 2015, and Canada’s unemployment rate is near the lowest it’s been in over 40 years.
“Liberal campaigns across Canada are starting 2019 strong, with new by-election victories, more than one million new conversations with Canadians over the past year, and more than 700 volunteer engagement events in 2018 – the party’s largest ever volunteer mobilization outside of an election. Rachel is an outstanding addition to Team Trudeau, and together, we’ll keep fighting for Canadian families and a strong middle class.”
",2019-02-26
liberal,https://www.liberal.ca/liberal-party-of-canada-launches-complaint-regarding-apparent-third-party-coordination/,"

Share





Ottawa, ON – Today, the Liberal Party of Canada sent a letter to the Commissioner of Canada Elections, Mr. Yves Côté, regarding apparent third party coordination between Canada Proud and British Columbia Proud.
The letter can be found here in full: https://www.liberal.ca/wp-content/uploads/2019/07/Letter-for-Mr.-Yves-Côté-Commissioner-of-Canada-Elections-RE-Third-Party-Violations-1.pdf
Appendix 1 and 2 can be found here:
https://www.liberal.ca/wp-content/uploads/2019/07/Appendix-1-Annexe-1-1.pdf
https://www.liberal.ca/wp-content/uploads/2019/07/Appendix-2-Annexe-2-1.pdf
",2019-07-26
liberal,https://www.liberal.ca/liberals-announce-national-platform-committee-co-chairs-for-2019/,"

Share





Ottawa, ON – Justin Trudeau and the Liberal Party of Canada announced today that the Hon. Ralph Goodale, Member of Parliament for Regina—Wascana, and Mona Fortier, Member of Parliament for Ottawa—Vanier, will serve as Co-Chairs of the party’s National Platform Committee in advance of the 2019 federal election campaign.
“Hearing ideas from Canadians directly has always been at the heart of our work together to keep the economy strong, create good new jobs, and make sure that everyone has a real and fair chance at success,” said Justin Trudeau, Leader of the Liberal Party of Canada. “Ralph and Mona’s experience and leadership will help us engage even more Canadians in shaping our positive plan to create more opportunity for the middle class and everyone working hard to join it.”
Fortier and Goodale will begin discussions and consultations with business, labour, environmental, Indigenous, and community leaders across Canada, in addition to continuing to hear new ideas from grassroots Liberals, the Liberal caucus, and Canadians directly.
These new conversations will build on the Liberal Party of Canada’s work to build the most open, inclusive, and engaging movement in Canadian politics – with nearly 6,000 Canadians having already participated in national online policy voting ahead of April’s 2018 Liberal National Convention in Halifax. Liberal volunteers also recently started hundreds of thousands of new conversations with Canadians as part of 579 Summer of Action events across Canada in July and August.
Mona Fortier has served as the Member of Parliament for Ottawa-Vanier since April 2017, and has extensive previous experience and expertise in the areas of health care, education, job creation and francophone affairs. The Hon. Ralph Goodale was first elected to Parliament in 1974. He is currently the Member of Parliament for Regina—Wascana and Canada’s Minister of Public Safety and Emergency Preparedness. In 2015, he served as Co-Chair of the National Liberal Platform Committee. Previously, he has also served as Canada’s Minister of Finance, Minister of Public Works, Minister Natural Resources, Minister of Agriculture and Agri-Food, and Leader of the Government in the House of Commons.
– 30 –
BACKGROUND: Biographies of the National Platform Committee Co-Chairs can be viewed here.
",2018-09-19
liberal,https://www.liberal.ca/justin-trudeau-delivers-remarks-to-supporters-in-st-catharines-and-sherbrooke/,"

Share





St. Catharines, ON – Justin Trudeau, Leader of the Liberal Party of Canada, will deliver remarks to supporters at open Liberal fundraising events in St. Catharines, ON, and Sherbrooke, QC, on January 16, 2019.
The Liberal Party of Canada has committed to the strongest standards in federal politics for openness and transparency with political fundraising events, and is challenging other parties to do the same.
More details are available at https://www.liberal.ca/openfundraising/
To facilitate media coverage, members of the press are invited to cover remarks being delivered by Mr. Trudeau in St. Catharines and Sherbrooke:
Wednesday, January 16, 2019
7:45 AM – Remarks by Justin Trudeau in St. Catharines, ON
Holiday Inn & Suites
327 Ontario Street
St. Catharines, Ontario, L2R 5L3
Notes for Media:
 Open coverage for remarks
 Media must arrive by 7:15 AM
 Media should enter through the South Lobby entrance.
5:30 PM – Remarks by Justin Trudeau in Sherbrooke, QC
Grand Times Sherbrooke
1 Rue Belvédère S
Sherbrooke, Quebec, J1H 0G8
Notes for Media:
 Open coverage for remarks
 Media must arrive by 4:45 PM
Please note: all times are local.
",2019-01-15
liberal,https://www.liberal.ca/international-day-of-the-girl-statement-by-the-leader-of-the-liberal-party/,"

Share





The Leader of the Liberal Party of Canada, Justin Trudeau, today issued the following statement on the International Day of the Girl:
“Girls are taking this world by storm. They’re climate leaders. Voices for justice. Entrepreneurs transforming our communities. Artists telling our stories.
On International Day of the Girl, we celebrate girls and young women everywhere. And we come together to promote girls’ rights, and break down the barriers that still hold girls back. Around the globe, girls are leading that charge – fighting for what they believe in, making their voices heard.
Over the last four years, our Liberal government has made major strides to support girls everywhere, and that’s what we’ll continue to do. Under our G7 presidency, we worked with partners to announce a historic investment of $3.8 billion in education for women and girls in conflict and crisis situations – the largest of its kind ever made. This past summer, we announced another unprecedented investment – this time, to defend the sexual and reproductive health rights of women and girls globally. And a few weeks ago, we announced that a re-elected Liberal government will commit at least ten per cent of our international assistance to education, and lead global efforts to make sure kids growing up in refugee or displacement camps get the education they need and deserve.
We’re working just as hard to support girls and young women growing up in Canada. We will make it easier for young women to pay for post-secondary education by increasing Canada Student Grants by 40 per cent, and by giving students a full two years after graduating before they need to start paying off their student loans – interest free. We’ve worked to eliminate the gender gap in the workforce, from creating pay equity legislation, to launching the Women’s Entrepreneurship Strategy, to helping more women start a career in the trades. We’ve made it a top priority to end violence against women and girls, through the Strategy to Prevent and End Gender-Based Violence and the National Inquiry into Missing and Murdered Indigenous Women and Girls. We’ve all got to be allies to girls, because building a better world starts there.
To girls in Canada and around the world: there are going to be people out there who try to stand in your way. And that is simply because they’re afraid of your power – power you show us every day when you challenge us to do better. But there will always be more of us who are here to stand with you and help you create the future you want to see. So don’t hold back, and don’t let anyone stop you. You can do anything you set your mind to. Chase down your dreams, because this is your world.
Girls are the future, and the future starts today.”
",2019-10-11
liberal,https://www.liberal.ca/new-ads-standing-up-for-middle-class-families/,"

Share





Montréal, QC – The Liberal Party of Canada is launching a significant new advertising campaign as the 2019 election approaches, highlighting how Justin Trudeau and the Liberal team are the only party that will stand up for middle class families.
Beginning today, new french-language national advertising featuring Justin Trudeau will air in heavy rotation on television across Québec and online across Canada, accompanied by a series of radio ads from Liberal MPs that will begin airing today in every part of Québec. New billboards are also being placed on major routes leading to the new Samuel-de-Champlain Bridge, as a reminder of how Liberals took a stand for middle class families and removed the tolls that the Conservatives had planned for it.
“Since 2015, Justin Trudeau and our Liberal team have stood up for middle class families,” said Pablo Rodriguez, Québec Campaign Co-Chair and M.P. for Honoré-Mercier. “After 10 years of Stephen Harper’s failed policies left the middle class falling behind, we’ve been making real progress – with one million new jobs created, more money for families, and real action to protect our environment. But there’s so much more to do, and we will never stop working hard to build a better future.”
Justin Trudeau and the Liberal team have a real plan to strengthen the middle class, grow the economy, and make life better for Canadian families. By introducing the Canada Child Benefit, lowering taxes for the middle class and raising them on the wealthiest 1 percent, putting a national price on pollution, and protecting middle class jobs with the new NAFTA, Justin Trudeau has been taking a stand for Canadians – but there’s so much more to do, and we can’t let the Conservatives take us back to the failed policies of Stephen Harper.
“This fall, Quebecers and all Canadians will have a clear choice to make,” added Diane Lebouthillier, Québec Campaign Co-Chair and M.P. for Gaspésie—Les Îles-de-la-Madeleine. “While Justin Trudeau and the Liberal team are focused on investing in the middle class, Andrew Scheer is focused on austerity and cutting vital services, just like Stephen Harper.”
Liberal campaigns across Canada have started 2019 strong, with a new by-election victory in Outremont, continued growth in grassroots fundraising, more than 200 nominated candidates, and the momentum of more than 1.5 million new conversations with Canadians and 1,000 volunteer engagement events over the past year – the party’s largest-ever volunteer mobilization outside of an election.
Television and online: “Debout” – Click here
Radio – Click here
",2019-06-17
liberal,https://www.liberal.ca/andrew-scheer-announces-7-5-billion-in-cuts-to-jobs-and-workers/,"

Share





Mississauga, ON – Today Andrew Scheer revealed his deep cuts will target $7.5 billion in direct support for jobs and workers across the country.
“Andrew Scheer needs to tell Canadians what jobs and workers he will target. Will he cut support for 6,900 steel workers in Hamilton, 200 aerospace workers in Nova Scotia, 2,100 steel workers in Regina and across Western Canada, or 450 cleantech jobs in British Columbia?” said Liberal candidate for Markham—Thornhill, Mary Ng. “Andrew Scheer is doing exactly what Conservative politicians do; they pretend they’re for the people during the election, then they cut taxes for the wealthy and cut services for everyone else – in this case, thousands of jobs across the country.”
“Included in Andrew Scheer’s announcement today are steel workers across Canada. In the face of punishing U.S. steel tariffs, Justin Trudeau’s Liberal government invested $100 million to protect 6,900 steel jobs in Hamilton alone. Andrew Scheer just turned his back on those steel workers,” said Ng.
“Andrew Scheer today promised he will cut $7.5 billion in jobs support – but his math doesn’t add up. What else will he cut?” said Ng. “Like Doug Ford, Andrew Scheer is promising cuts on a five-year timeline to balance the budget. The problem is that today’s announcement is far from the $39 billion he needs to cut to pay for all his campaign announcements so far.”

",2019-09-18
liberal,https://www.liberal.ca/justin-trudeau-and-sophie-gregoire-trudeau-to-join-lina-boivin-in-chicoutimi-le-fjord/,"

Share





Saguenay, QC – Justin Trudeau, Leader of the Liberal Party of Canada, will join candidate Lina Boivin in Chicoutimi—Le Fjord on Thursday, June 7, 2018.
Thursday, June 7, 2018
1:35 PM – Justin Trudeau and Liberal candidate Lina Boivin will hold a media availability
621, rue Mars
La Baie, QC, G7B 4N1
Notes for Media: Open coverage – Media should arrive by 1:05 PM
Please note: all times are local.
For more information on Lina Boivin, Team Trudeau candidate for Chicoutimi—Le Fjord, please visit: http://linaboivin.liberal.ca/en/
",2018-06-06
liberal,https://www.liberal.ca/liberals-move-forward-with-a-real-plan-for-the-middle-class/,"

Share





Toronto, ON — Today, the Liberal Party of Canada unveiled its plan to move forward for a stronger middle class, and for a better Canada for all Canadians.
“Middle class Canadians do the heavy lifting in our economy,” said the Leader of the Liberal Party, Justin Trudeau. “So when we choose to give more help to the middle class and the people working hard to join it, we are choosing a stronger economy. We are choosing a more affordable, more fair Canada. We are choosing a cleaner, better country for our kids and grandkids. We are choosing forward.”
Forward: A Real Plan for the Middle Class builds on the progress we’ve made investing in families, workers, and communities. Under our plan, we will cut taxes for the middle class, without giving a break to millionaires. We will ban assault rifles and strengthen gun control. And we will continue to take bold action to protect our environment and fight climate change.
“The Conservatives want to go back to the Harper years, where they give tax cuts to millionaires, loosen gun regulations, and make it free to pollute again,” said Mr. Trudeau. “Andrew Scheer doesn’t think it’s possible to grow the economy and fight climate change. He’s wrong. Our plan will create jobs, reduce pollution, and leave a healthier planet for our kids and grandkids.”
When a Liberal government is re-elected, the average family in Canada will also:

Save $1,000 a year on their family’s cell phone plans when we lower bills by 25 per cent;
Save nearly $600 a year when we lower taxes for everyone but the already wealthy;
See their aging parents’ Old Age Security go up by at least $729 when they turn 75;
Save hundreds of dollars a month on mortgage payments on their first home;
Get an interest-free loan of up to $40,000, and hundreds of dollars in incentives, if they want to retrofit their home and save more money on bills;
Save $800 a year when we lower fees for before and after school child care;
Get up to $1,000 more to help with the costs of raising a newborn when we boost the Canada Child Benefit for children under the age of one; and
Get more money when we make maternity and parental benefits tax-free, and 15 weeks of paid leave if they adopt.

Forward: A Real Plan for the Middle Class also gives real help to the next generation of Canadian leaders. The costs of tuition, rent, books, and groceries — along with cuts to student aid by provincial Conservative governments — are putting an immense amount of pressure and stress on students.
A re-elected Liberal government will help more students prepare for good jobs while taking on less debt.

We will give students up to $1,200 more, per year, by increasing Canada Student Grants by another 40 per cent, to help with the rising cost of tuition, books, and rent; and
We will give students two years after graduation to get started before they need to begin paying off their student loans, interest free.
We will change the rules so that, even after the two year grace period, graduates won’t have to start repaying their loans until they make at least $35,000, and can put their loans on hold if their income drops below this level; and
We will allow parents to pause student loan repayments — with no interest — until their youngest child reaches the age of five. This means more money to help pay for things like baby products and child care in those important, and expensive, first years.

“Like Doug Ford, Andrew Scheer will cut support for college and university students. But what the Conservatives fail to understand is that the greatest investment we can make in our future is in education and training,” said Mr. Trudeau. “We won’t make the same mistakes. On education. On the environment. On the economy. We will not fall back and fall behind. We will move forward, and choose to lead.”
Platform: Forward: A Real Plan for the Middle Class
Backgrounder: More money and flexibility for college and university students
",2019-09-29
liberal,https://www.liberal.ca/liberals-move-forward-to-put-more-money-in-the-pockets-of-seniors/,"

Share





Fredericton, NB — A re-elected Liberal government will increase Old Age Security by an extra ten per cent once a senior turns 75, and will boost the Canada Pension Plan survivor’s benefit by 25 per cent.
Canadians are living longer than ever before, but as they age they face higher health care costs, and they’re worried about their savings running out. The number of seniors who rely on Guaranteed Income Supplement (GIS) payments — a monthly benefit that goes to the poorest seniors — goes up with age. Today, as many as 238,000 seniors live in poverty.
“Over the last four years, we’ve expanded benefits for older Canadians — helping lift 50,000 seniors out of poverty,” said Leader of the Liberal Party, Justin Trudeau. “But we know many seniors still struggle to keep up with their bills as they age. After a lifetime of hard work, people should have peace of mind knowing their retirement savings won’t run out, and that their government will be there to help.”
A re-elected Liberal government will take meaningful action — working in partnership with provinces and territories — to further strengthen the supports that our seniors rely on every day:

We will put up to $729 more in the pockets of seniors each year, by increasing Old Age Security (OAS) by ten per cent once they turn 75. This will help lift more than 20,000 seniors out of poverty, of whom two-thirds will be women; and
We will give up to $2,080 in additional benefits, every year, to those who’ve lost a loved one, by increasing the Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) survivor’s benefit by 25 per cent.

Since 2015, we have taken real action to help more Canadians retire with confidence, including:

Restoring the eligibility age for OAS and GIS benefits to 65 from 67;
Making the most significant enhancement to the CPP since its creation — which will raise the maximum CPP benefit by up to 50 per cent once fully rolled-out;
Giving single seniors nearly $1,000 more a year to help pay the bills, through our boost to the GIS top-up; and
Increasing the GIS earnings exemption, so that low-income seniors who choose to keep working can keep more of their hard-earned income.

“Andrew Scheer voted against lowering the OAS eligibility age from 67 to 65, which boosts seniors’ retirement savings by thousands of dollars and lets them retire earlier, so they can spend more time with their grandkids,” said Mr. Trudeau. “His party also pledged to reverse the changes we made to strengthen the CPP. Seniors deserve more from their government, and if re-elected, we will continue to work to make sure they have a safe, secure, and dignified retirement.”
Backgrounder: More generous support for seniors and widows
",2019-09-18
